T6SS_gene,COG_ID,Gene_Tag,Organism,TaxID,Assembly_ID,Protein_Accession,Protein_Length,Footprint,Footprint_Length,Profile_Length,Bitscore,Evalue,Membership_Class,Membership_Description,Taxonomic_Category
tssA,COG3515,DESAL_RS02105,Maridesulfovibrio_salexigens_DSM_2638,526222,GCF_000023445.1,WP_012766010.1,514,1-281,281,346.0,74.9,1.58e-14,3,partial match on both protein and COG profile,THERMODESULFOBACTERIOTA
tssA,COG3515,DLM_RS07920,Aquitalea_magnusonii_H3,332411,GCF_002217795.2,WP_089084236.1,361,1-361,361,346.0,104.0,7.4e-25,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,DLM_RS14310,Aquitalea_magnusonii_H3,332411,GCF_002217795.2,WP_089084667.1,521,1-364,364,346.0,64.5,3.66e-11,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssA,COG3515,DM41_RS09740,Burkholderia_cepacia_ATCC_25416,983594,GCF_003546465.1,WP_027788510.1,373,1-373,373,346.0,134.0,4.11e-36,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,DM41_RS37260,Burkholderia_cepacia_ATCC_25416,983594,GCF_003546465.1,WP_080981882.1,373,1-373,373,346.0,90.3,5.02e-20,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,DQM29_RS15650,Leminorella_richardii_NCTC12151,158841,GCF_900478135.1,WP_111741544.1,527,1-315,315,346.0,76.0,7.77e-15,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,DSCA_RS05580,Desulfosarcina_alkanivorans_PL12,571177,GCF_009688945.1,WP_155315486.1,428,1-281,281,346.0,90.3,9.64e-20,3,partial match on both protein and COG profile,THERMODESULFOBACTERIOTA
tssA,COG3515,DSM2777_RS14050,Obesumbacterium_proteus_DSM_2777,82983,GCF_001586165.1,WP_061554280.1,530,1-426,426,346.0,85.3,5.54e-18,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,DSM2777_RS14075,Obesumbacterium_proteus_DSM_2777,82983,GCF_001586165.1,WP_061554284.1,455,1-208,208,346.0,111.0,4.19e-27,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,DSM2777_RS19760,Obesumbacterium_proteus_DSM_2777,82983,GCF_001586165.1,WP_061554953.1,450,1-300,300,346.0,81.4,9.93e-17,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,DSM2777_RS19770,Obesumbacterium_proteus_DSM_2777,82983,GCF_001586165.1,WP_061554954.1,475,185-475,291,346.0,76.4,4.04e-15,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,DSOUD_RS15960,Desulfuromonas_soudanensis_WTL,1603606,GCF_001278055.1,WP_053551944.1,504,1-201,201,346.0,66.8,6.33e-12,3,partial match on both protein and COG profile,THERMODESULFOBACTERIOTA
tssA,COG3515,DW350_RS15475,Gallaecimonas_mangrovi_HK-28,2291597,GCF_003367375.1,WP_115719800.1,378,1-378,378,346.0,102.0,2e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,DW350_RS15765,Gallaecimonas_mangrovi_HK-28,2291597,GCF_003367375.1,WP_226911337.1,374,1-374,374,346.0,86.0,1.77e-18,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,E05_34750,Plautia_stali_symbiont,891974,GCA_000180175.2,BAN98241.1,150,1-150,150,346.0,62.1,1.64e-11,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,E2H97_RS01180,Parashewanella_tropica_MEBiC05444,2547970,GCF_004358445.1,WP_133405430.1,457,1-457,457,342.0,125.0,4.42e-32,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,E3D00_RS01095,Swingsia_samuiensis_AH83,1293412,GCF_006542355.1,WP_141459184.1,454,96-454,359,346.0,87.6,8.54e-19,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssA,COG3515,E8A73_RS30485,Polyangium_aurulentum_SDU3-1,2567896,GCF_005144635.2,WP_248913762.1,549,1-148,148,346.0,64.5,4.37e-11,3,partial match on both protein and COG profile,MYXOCOCCOTA
tssA,COG3515,EAE_RS19685,Klebsiella_aerogenes_KCTC_2190,1028307,GCF_000215745.1,WP_015705460.1,336,1-336,336,346.0,103.0,7.24e-25,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,EAE_RS20940,Klebsiella_aerogenes_KCTC_2190,1028307,GCF_000215745.1,WP_015705634.1,446,1-292,292,346.0,101.0,1.32e-23,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,EAE_RS20990,Klebsiella_aerogenes_KCTC_2190,1028307,GCF_000215745.1,WP_015705644.1,524,1-389,389,346.0,77.9,1.62e-15,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,EAM_RS01960,Erwinia_amylovora_ATCC_49946,716540,GCF_000027205.1,WP_004160263.1,535,1-423,423,346.0,63.3,1.09e-10,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,EAM_RS02035,Erwinia_amylovora_ATCC_49946,716540,GCF_000027205.1,WP_004160233.1,466,1-300,300,346.0,106.0,3.13e-25,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,EAM_RS02830,Erwinia_amylovora_ATCC_49946,716540,GCF_000027205.1,WP_004159908.1,339,1-339,339,346.0,99.1,3.07e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,EBB79_RS24295,Parasedimentitalea_marina_W43,2483033,GCF_004006175.1,WP_127751561.1,348,1-348,348,346.0,105.0,2e-25,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,EBL_RS05650,Shimwellia_blattae_DSM_4481_NBRC_105725,630626,GCF_000262305.1,WP_002445145.1,539,1-427,427,346.0,69.5,1.03e-12,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,EBL_RS05770,Shimwellia_blattae_DSM_4481_NBRC_105725,630626,GCF_000262305.1,WP_002439663.1,466,1-202,202,346.0,99.0,1.2e-22,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,ECL_RS07540,Enterobacter_cloacae_sub_cloacae_ATCC_13047,716541,GCF_000025565.1,WP_013096180.1,338,1-338,338,346.0,98.0,6.7e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,ECL_RS08940,Enterobacter_cloacae_sub_cloacae_ATCC_13047,716541,GCF_000025565.1,WP_013096439.1,532,1-346,346,346.0,91.0,7.54e-20,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,ECL_RS08975,Enterobacter_cloacae_sub_cloacae_ATCC_13047,716541,GCF_000025565.1,WP_013096445.1,438,1-283,283,346.0,93.3,7.57e-21,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,ECTOBSL9_RS05250,Ectothiorhodospira_BSL-9,1442136,GCF_001632845.1,WP_082829756.1,547,1-354,354,346.0,47.5,1.26e-05,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,ECs_0217,Escherichia_coli_O157_H7_str_Sakai,386585,GCF_000008865.2,NP_308244.1,469,1-150,150,346.0,206.0,2.07e-62,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,EGT29_RS04800,Pigmentiphaga_H8,2488560,GCF_003854895.1,WP_124687944.1,362,1-362,362,346.0,111.0,1.39e-27,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,EI545_RS12550,Tabrizicola_piscis_K13M18,2494374,GCF_003940805.1,WP_125325786.1,383,1-383,383,346.0,83.7,1e-17,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,EJO50_RS01915,Iodobacter_ciconiae_H11R3,2496266,GCF_003952345.1,WP_125971326.1,366,1-366,366,346.0,119.0,1.43e-30,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,EKN56_RS07325,Jinshanibacter_zhutongyuii_CF-458,2498113,GCF_004295645.1,WP_130591175.1,526,1-313,313,346.0,83.7,2.06e-17,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,EKN56_RS11930,Jinshanibacter_zhutongyuii_CF-458,2498113,GCF_004295645.1,WP_130591985.1,466,186-466,281,346.0,51.4,7e-07,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,EKN56_RS11940,Jinshanibacter_zhutongyuii_CF-458,2498113,GCF_004295645.1,WP_130591987.1,450,1-222,222,346.0,88.7,3.58e-19,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,EL028_RS20935,Kluyvera_intermedia_NCTC12125,61648,GCF_900635475.1,WP_062776438.1,466,199-466,268,346.0,111.0,7.75e-27,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,EMK97_RS03770,Litorilituus_sediminis_JCM_17549,718192,GCF_004295665.1,WP_130599575.1,531,1-128,128,346.0,46.7,2.02e-05,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,ETAA8_RS30190,Anatilimnocola_aggregata_ETA_A8,2528021,GCF_007747655.1,WP_202921353.1,374,1-374,374,346.0,125.0,1.58e-32,0,footprint covers most of the protein and most of the COG profile,PLANCTOMYCETOTA
tssA,COG3515,EWH46_RS03965,Sphaerotilus_sulfidivorans_D-507,639200,GCF_008329925.1,WP_149502764.1,353,1-353,353,346.0,97.6,1.25e-22,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,EYF70_RS06340,Pseudoduganella_albidiflava_DSM_17472,321983,GCF_004322755.1,WP_131144650.1,340,1-340,340,346.0,124.0,1.86e-32,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,EYF70_RS10810,Pseudoduganella_albidiflava_DSM_17472,321983,GCF_004322755.1,WP_165497621.1,357,1-357,357,346.0,111.0,1.29e-27,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,EYF70_RS19060,Pseudoduganella_albidiflava_DSM_17472,321983,GCF_004322755.1,WP_131146823.1,336,1-336,336,346.0,116.0,2.13e-29,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,F183_A38990,Bryobacterales_bacterium_F-183,2802972,GCA_016865505.2,BDC51584.1,598,1-362,362,346.0,86.0,3.56e-18,1,footprint covers most of the COG profile and most part of the protein,ACIDOBACTERIOTA
tssA,COG3515,F5I99_RS03955,Nitrincola_iocasae_KXZD1103,2614693,GCF_008727795.1,WP_151053752.1,364,1-364,364,346.0,98.7,5.19e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,F6R98_RS02670,Candidatus_Methylospira_mobilis_Shm1,1808979,GCF_009498235.1,WP_194270104.1,539,1-367,367,346.0,68.7,1.94e-12,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,FAY22_RS06680,Noviherbaspirillum_UKPF54,2601898,GCF_007874125.1,WP_146329493.1,354,1-354,354,346.0,110.0,2.47e-27,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,FEM41_RS05875,Jejubacter_calystegiae_KSNA2,2579935,GCF_005671395.1,WP_138095103.1,335,1-335,335,346.0,101.0,3.19e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,FEM41_RS11425,Jejubacter_calystegiae_KSNA2,2579935,GCF_005671395.1,WP_138096090.1,531,1-419,419,346.0,88.7,4.39e-19,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,FEM41_RS11450,Jejubacter_calystegiae_KSNA2,2579935,GCF_005671395.1,WP_138096095.1,452,1-290,290,346.0,81.8,7.57e-17,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,FHY55_RS14165,Oceanicola_D3,2587163,GCF_006351965.1,WP_140014816.1,452,1-364,364,346.0,46.6,2.03e-05,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssA,COG3515,FKL89_RS10725,Casimicrobium_huifangae_SJ-1,2591109,GCF_009746125.1,WP_238363319.1,346,1-346,346,346.0,106.0,1.02e-25,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,FLM21_RS11965,Chitinolyticbacter_meiyuanensis_SYBC-H1,682798,GCF_008033135.1,WP_148715782.1,335,1-335,335,346.0,89.5,8.3e-20,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,FLM21_RS15400,Chitinolyticbacter_meiyuanensis_SYBC-H1,682798,GCF_008033135.1,WP_148716415.1,380,1-380,380,346.0,121.0,4.88e-31,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,FNU76_RS03210,Chitinimonas_arctica_R3-44,2594795,GCF_007431345.1,WP_143856368.1,344,1-344,344,346.0,116.0,2.6e-29,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,FNU76_RS14720,Chitinimonas_arctica_R3-44,2594795,GCF_007431345.1,WP_223879029.1,341,1-341,341,346.0,100.0,1.2e-23,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,FNU76_RS20305,Chitinimonas_arctica_R3-44,2594795,GCF_007431345.1,WP_179958214.1,379,1-379,379,346.0,107.0,7.25e-26,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,FPB0191_RS08675,Frischella_perrara_PEB0191,1267021,GCF_000807275.1,WP_039105370.1,459,182-459,278,346.0,52.5,2.54e-07,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,FPB0191_RS08685,Frischella_perrara_PEB0191,1267021,GCF_000807275.1,WP_162485173.1,440,1-220,220,346.0,99.5,5.32e-23,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,FPB0191_RS09590,Frischella_perrara_PEB0191,1267021,GCF_000807275.1,WP_039105660.1,537,1-356,356,346.0,87.2,1.52e-18,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,FPZ52_RS14640,Qingshengfaniella_alkalisoli_LN3S51,2599296,GCF_007855645.1,WP_146366350.1,340,1-340,340,346.0,101.0,5.37e-24,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,FRAAU_RS08820,Frateuria_aurantia_DSM_6220,767434,GCF_000242255.2,WP_014403193.1,352,1-352,352,346.0,101.0,6.64e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,FV157_RS06130,Atlantibacter_hermannii_ATCC_33651,565,GCF_008064855.1,WP_148051930.1,415,1-201,201,346.0,102.0,6.35e-24,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,FV157_RS06160,Atlantibacter_hermannii_ATCC_33651,565,GCF_008064855.1,WP_148051935.1,533,1-363,363,346.0,73.3,5.07e-14,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,FZC33_RS02965,Labrys_KNU-23,2789216,GCF_008330945.1,WP_149249495.1,425,1-342,342,346.0,60.6,6.25e-10,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssA,COG3515,FZC33_RS28885,Labrys_KNU-23,2789216,GCF_008330945.1,WP_149255520.1,354,1-354,354,346.0,127.0,1.47e-33,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,FZC37_RS03125,Candidatus_Sneabacter_namystus,2601646,GCF_008189685.1,WP_172619358.1,229,1-229,229,342.0,72.3,1.93e-14,2,footprint covers most of the protein and part of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,Fuma_RS09710,Fuerstiella_marisgermanici_NH11,1891926,GCF_001983935.1,WP_077023963.1,374,1-374,374,346.0,66.8,5.66e-12,0,footprint covers most of the protein and most of the COG profile,PLANCTOMYCETOTA
tssA,COG3515,G3580_RS07250,Nitrogeniibacter_mangrovi_M9-3-2,2016596,GCF_010983895.1,WP_173764624.1,370,1-370,370,346.0,133.0,2.15e-35,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,G3M70_00520,Candidatus_Nitronauta_litoralis,2705533,GCA_015698285.1,QPJ60451.1,395,1-395,395,346.0,118.0,4.86e-30,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssA,COG3515,G4Y78_RS07020,Spartinivicinus_ruber_S2-4-1H,2683272,GCF_011009015.1,WP_163832356.1,548,1-316,316,346.0,64.8,3.02e-11,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,G8A07_RS23715,Kinneretia_DAIF2,2714952,GCF_015624425.1,WP_195794386.1,338,1-338,338,346.0,122.0,6.56e-32,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,GA520_RS01120,Desulfopila_IMCC35008,2653858,GCF_010646885.2,WP_163337189.1,549,1-343,343,346.0,74.1,2.82e-14,1,footprint covers most of the COG profile and most part of the protein,THERMODESULFOBACTERIOTA
tssA,COG3515,GAPWK_RS09655,Gilliamella_apicola_wkB1,1196095,GCF_000599985.1,WP_025316032.1,534,1-200,200,346.0,78.3,1.12e-15,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,GAU_RS19750,Gemmatimonas_aurantiaca_T-27,379066,GCF_000010305.1,WP_015895683.1,626,1-355,355,346.0,89.5,2.62e-19,1,footprint covers most of the COG profile and most part of the protein,OTHER_BACTERIA
tssA,COG3515,GEOBRER4_RS05885,Citrifermentans_bremense_R4,60035,GCF_014218275.1,WP_185244621.1,438,1-228,228,346.0,75.2,1.18e-14,3,partial match on both protein and COG profile,THERMODESULFOBACTERIOTA
tssA,COG3515,GMET_RS01380,Geobacter_metallireducens_GS-15,269799,GCF_000012925.1,WP_004513592.1,790,250-606,357,346.0,72.5,1.34e-13,1,footprint covers most of the COG profile and most part of the protein,THERMODESULFOBACTERIOTA
tssA,COG3515,GO499_RS15920,Algicella_marina_9Alg_56,2683284,GCF_009931615.1,WP_161863101.1,339,1-339,339,346.0,95.7,4.75e-22,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,GQ61_RS07445,Candidatus_Nucleicultrix_amoebiphila_FS5,1414854,GCF_002117145.1,WP_198157315.1,389,1-389,389,346.0,125.0,1.86e-32,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,GSUB_RS05400,Geoalkalibacter_subterraneus_Red1,483547,GCF_000827125.1,WP_040199598.1,522,1-349,349,346.0,65.2,2.31e-11,1,footprint covers most of the COG profile and most part of the protein,THERMODESULFOBACTERIOTA
tssA,COG3515,GT347_RS25170,Xylophilus_rhododendri_KACC_21265,2697032,GCF_009906855.1,WP_160554800.1,358,1-358,358,346.0,79.5,2.38e-16,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssA,COG3515,GT370_RS14385,Acidocella_MX-AZ03,2697363,GCF_027626035.1,WP_008493935.1,365,1-365,365,346.0,89.9,8.23e-20,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,GXP68_RS09215,Ewingella_americana_B6-1,41202,GCF_014233485.1,WP_236942758.1,426,1-224,224,346.0,100.0,2.34e-23,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,GXP68_RS09255,Ewingella_americana_B6-1,41202,GCF_014233485.1,WP_185689916.1,531,1-420,420,346.0,117.0,4.79e-29,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,GXP68_RS16920,Ewingella_americana_B6-1,41202,GCF_014233485.1,WP_185688524.1,342,1-342,342,346.0,108.0,1.14e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,Gromo_RS02615,Candidatus_Gromoviella_agglomerans_Sp8-1,2806609,GCF_021065005.1,WP_231158905.1,328,1-150,150,346.0,61.8,2.01e-10,3,partial match on both protein and COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,H3309_RS17610,Sandaracinobacteroides_saxicola_M6,2759707,GCF_014117445.1,WP_182297114.1,392,1-392,392,346.0,49.4,2.21e-06,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssA,COG3515,H7849_RS07725,Alloacidobacterium_dinghuense_4Y35,2763107,GCF_014274465.1,WP_186745458.1,467,1-374,374,346.0,82.6,4e-17,1,footprint covers most of the COG profile and most part of the protein,ACIDOBACTERIOTA
tssA,COG3515,HCH_RS18935,Hahella_chejuensis_KCTC_2396,349521,GCF_000012985.1,WP_011398020.1,425,1-425,425,346.0,102.0,6.68e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssA,COG3515,HDIA_RS11690,Hartmannibacter_diazotrophicus_E19T,1482074,GCF_900231165.1,WP_157775527.1,437,1-354,354,346.0,56.0,2.27e-08,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssA,COG3515,HEC60_RS11145,Yokenella_regensburgei_W13,158877,GCF_012109195.1,WP_245248541.1,446,1-290,290,346.0,93.7,5.8e-21,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,HEC60_RS11170,Yokenella_regensburgei_W13,158877,GCF_012109195.1,WP_167809312.1,532,1-421,421,346.0,79.9,4.23e-16,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssA,COG3515,HELO_RS10545,Halomonas_elongata_DSM_2581,768066,GCF_000196875.2,WP_013332667.1,479,207-479,273,346.0,66.4,8.2e-12,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
